uuid,walk_group
dc9bd898-6c2f-5770-9b94-a7b65cf42e16,LOCAL
36a6022a-3035-56b8-a774-47b5b66c4133,B2W
55ba5166-4117-5545-9ff3-3f4653e72893,LOCAL
2714935f-ebf8-5ff4-a521-3b0db5885f2d,SNWY
6590f54c-31dd-57ab-880f-afaa271b2942,SNWY
6bd1722c-f898-533e-b5fc-9697c2adf9e7,SNWY
b5311f5d-1793-5bbc-90c7-39eacbf7daad,SNWY
852561f6-c4cc-5c87-b337-6b0698b9fac3,LOCAL
e6f919bd-937e-5a0d-9956-ef8fce10e2e4,LOCAL
1e467b2c-c503-54ff-98b3-993ba4ca8eee,LOCAL
0bd62c6f-2b98-5cd0-8782-9c9803057ef8,LOCAL
bb07905b-3419-51ba-b4f0-940fabbecb13,BAY
ae66b972-623a-591f-9f23-45c2dcbf5788,LOCAL
abc53e45-56e7-5a06-84d7-85574cb4431e,LOCAL
533c3084-fec5-56f4-948e-3d320a0d5d61,LOCAL
8b0837f9-b1b2-5aa7-a268-4b7fd677a52a,LOCAL
7542576c-3028-519e-a1c3-178369906ae2,NEW
8c13cd08-9832-5d07-b583-670b29a5e77c,NEW
c53cec7a-65c4-573a-8569-0883a5d0873a,NEW
79d6daab-c776-562a-a64e-443ad67fd00d,LOCAL
f79b531c-43da-5f38-a60c-68820ebf9c78,SYD
09b5a287-554b-5cf0-ae38-b83c7be21369,LOCAL
9bfb41e2-8782-55ac-b464-febc8c8b499e,LOCAL
cd870bb4-edb7-556e-b257-5769eb94e124,B2W
84c2c623-0962-5561-a968-979fc7d4bd82,LOCAL
00a83cdc-2c43-52d8-a928-aef16d1cf612,LOCAL
ea5f65f7-cd38-59a4-860c-359e07fe8b1a,B2W
0fbce87d-f646-5b6c-aab8-5d9efc1427a3,LOCAL
70deeace-3165-50d6-85a9-bf2f74218b92,BAY
60911ef0-9c8f-51c6-8dc7-f5ab9fb5984c,B2W
c234e803-0de7-5518-93c4-9672b4a550dd,NOT
f13cf4e1-c659-5910-987a-12b4c58734cf,LOCAL
e3cf36ac-543c-5ac8-b0f0-5ef93b35eed2,LOCAL
538a22e0-30f9-56c3-9c8b-b005a30c2fcf,GWW
f558fe1a-2764-50ac-81bf-06b24424c733,HHILL
84d668bd-98d1-59da-96bb-06fd0da282e8,GWW
4d37df5b-882d-5920-b766-73a59e1d4d3d,SYD
b9f683f2-c425-5309-81b7-d95846f8b98e,SYD
13beb2cc-caf4-54ed-9233-c778abe8b114,SYD
92191bde-0063-541a-a2ae-14cc574a8393,OLD
2b50e90f-2be1-5444-907a-9e7ab5c4cd7c,OLD
ac6dfbb0-5837-590a-a1dd-4c0d5a40cf44,LOCAL
0cc25fd1-b5cb-5c98-aee2-b2518ffefc2e,LOCAL
a3161a65-cee7-5c03-9a32-5e00fc0655f7,LOCAL
e4f58e2c-3311-5114-b8c8-d678c0e079f6,SYD
5aa3557c-abce-5f76-a129-0ccd8d568563,LOCAL
e0badf8b-9549-59d9-880f-f30c07563353,LOCAL
9569e56e-d47d-5a17-8abf-6998d67c81ab,LOCAL
e6a7754e-033a-5869-9921-3573affb62a8,LOCAL
acf4c0a5-23a3-540e-ad4e-7bab3414f542,LOCAL
35accb63-f754-520c-bffb-a3143d41784d,SYD
d0fefe96-c4e0-5220-8b78-681f04b31107,SYD
76aadd22-adab-5e22-bb19-fe9906223d41,LOCAL
6cbc5eb2-3311-5958-8556-a6abe4851c83,LOCAL
bfe43e15-8d6c-5d9a-945b-065127cbf2cd,LOCAL
77e7d661-8cdd-5d8a-b452-dc6bd3beca58,SYD
9c6392fc-31a4-5e76-a8d1-f0c9a0616c7a,LOCAL
df256a30-2178-591a-9d66-78199b8dce66,LOCAL
077a7218-6a42-56a6-a57f-5c0f0887f9f4,LOCAL
80b2a6da-2438-5011-8e11-d6c82c933271,LOCAL
150a3be5-2ef8-5baa-a4db-a5d698ec87cc,LOCAL
0cb854c9-3210-5edf-bebe-a002fcc2536d,LOCAL
4a61e7b7-d6ff-58b1-88f3-13aa535aafa3,LOCAL
7ef98bb3-3134-59b8-8d4d-2740eb7145d6,LOCAL
bb04fe83-e90a-518d-9016-35bb65638e85,COVID2
06db5ce7-1066-5f93-8c06-04daca6e5457,COVID2
77f22c77-fef0-50a7-a868-f5f58607a3b0,COVID2
8859542f-bdd9-534d-a861-6fa73ea0dbaf,COVID2
1c38d9ec-f12d-5416-9ef6-459ea47d001c,COVID2
8a03aa3e-1c7b-5dd4-971a-f438d0cab294,COVID2
c23528ee-a480-5e02-ab58-4897fab13140,COVID2
0bc2a2ec-0e18-5947-96c3-c95aa64bc4ad,COVID2
32d5e590-9156-5ffb-97aa-0922fae7052d,COVID2
aa9708e0-80bd-5179-b6fa-99dc723dcf0c,COVID2
a4ed1255-447c-5b97-871d-373a62f84042,COVID2
fc2d59e2-612b-5bd2-901f-9d024939a4d1,COVID2
88776481-991f-5d6a-81cc-fed564dc6a3d,COVID2
2b9c06d4-5dd0-59bc-867f-d6ab8fc8b28a,COVID2
1db92ffa-5cca-5eba-8aea-47f692766822,COVID2
668dd6de-4426-5480-ba41-f1cab68fb8f8,COVID2
70e61a4e-dabf-5a73-9c9d-a3e50f8d9982,COVID2
009b4a44-f103-514d-a8f3-5a9ad64cd7c0,COVID2
9aa25669-ec7c-5dd6-b158-2fac58685fbf,COVID2
e535c29e-d2e8-54d6-bc83-8eac6c4caf56,COVID2
db22715f-6b04-5e52-92a3-a3590e45e352,COVID2
840a79b4-8308-5201-a358-4c2cf3aa3cf1,COVID2
d411d6ae-9c10-52b2-8e55-c2d6044220ea,COVID2
6197a827-3cb5-521f-900b-8387b32d147f,COVID2
71162bb9-d746-54eb-938d-f5c3c3aa261a,COVID2
1570c33a-f8f9-50ea-be55-04088e08c73f,COVID2
6ae86ac2-8760-5420-beb2-31aeef52041c,COVID2
4f2cb4e7-d75f-58d5-bd40-0de8438fd196,COVID2
8c817deb-0767-5f36-86b7-b5d22abff936,COVID2
5b62b3a6-2eca-54e1-849a-158285171144,COVID2
bb458c1f-9d27-5b94-b0b8-93e07aa3f544,COVID2
72cd48ad-f9bc-531e-8dce-0a780df7db87,COVID2
f35e917e-2876-567b-8183-c581c1bdc124,COVID2
e1f675b6-86eb-58c5-a152-a6212ccbe4aa,COVID2
970769ff-4f0d-5240-acdf-20c39fbc6c59,COVID2
20f22a67-2102-5387-be0d-fd929a4fc68d,COVID2
d4edd5a7-87a5-5f14-8c85-0559c0bdfb44,COVID2
5da49227-c314-51f1-841b-402dd78d15f1,COVID2
c3d47c74-82d8-5aa6-9894-a0648a63b290,COVID2
c79687c7-4cf1-5c20-a695-6320418b1d28,COVID2
2e9f741e-33e4-53e0-87bd-ee1f24ed5bec,COVID2
5056cc15-3e4c-50ac-b7ac-f29869987d97,COVID2
58c4f565-03ce-54b7-a585-d7c5cb81f019,COVID2
56ecf317-d679-51e9-ab40-bcd5a503a74a,COVID2
b9ebcd58-c7e5-5da5-8edd-e7e4008b5930,COVID2
2c94d4af-5538-5554-b5a1-75b3bc68c868,COVID2
b5f18fc7-7499-5fe9-9c91-9d6d173af03e,COVID2
87b7b709-5abf-5667-9534-92ef5047dc7d,COVID2
7833ef38-2ebf-5403-9eb2-6775cf7c947d,COVID2
ba0a4526-8539-5600-a395-3f8ebda096f8,COVID2
212f370f-a346-5f17-94d2-720cfe41295d,COVID2
9449e0a2-ee68-5288-a183-774d8a92d3ba,COVID2
2ff0385b-0dbd-5940-b8d1-f578e141338f,COVID2
ed27c37c-e69b-54ea-ac25-df8bd69d8ac4,COVID2
f63a078c-b5cd-5542-a32c-0e967b5ffcff,COVID2
dcaaeca3-f414-51c9-9aca-ba2767f47c71,COVID2
5ca8aca3-24ce-55c2-b489-27b472a26458,COVID2
d3859e89-b7e8-50d6-80db-898f49e6712a,COVID2
4202a8ac-362e-50ea-b4c3-9bac0640a940,COVID2
2fefcca1-11b0-5e48-9dd3-804f947b6ff4,COVID2
5dd2e223-9b3c-5074-b2b4-aab1908eb250,COVID2
6fabf9cc-348e-5bc3-9300-23426ad5c4c3,COVID2
92aeb522-0c66-5cab-9716-592b037bc2a3,COVID2
ed9447f5-4c96-526d-af76-5e17efb71cdc,COVID2
daf11b08-09c5-58fc-b184-84ee8da0cd90,COVID2
27e76076-98b2-5710-bac5-abc1dee52cf9,HHILL
5e5f4518-975f-5195-9f76-e2d8fa6adf46,LOCAL
bd8d92f6-59e7-5de1-b05f-aaa9cf8d6735,LOCAL
003b7a83-1514-55f1-b525-c8a6dfd1fc56,LOCAL
12a0826d-6318-55a1-86be-ac399e021135,LOCAL
5c67fff9-6176-58a7-b48d-9f855abd2357,SYD
5ec7d0e0-a71f-5bd8-9624-080921ca05bb,SYD
d2c49924-d3d6-5e77-87e7-85d2177cad82,LOCAL
abde4f5d-ad7d-5c51-8812-2cbedf4a4d3f,LOCAL
d3e2a07f-710f-5a91-9a10-da50b440cfc7,LOCAL
3790e28f-e60b-547e-bedd-6205c04106de,LOCAL
a437743c-01cc-577c-9b9f-8e54573764cd,LOCAL
5f1b78f5-8048-5c4e-8641-e523a0984689,LOCAL
478e889d-faed-5d66-92b9-9e845c5d0f44,LOCAL
5ac675d6-91c9-5fbc-8b4f-18d5cf4b6f96,HHILL
bb49d010-cac3-5a6e-b637-76690c510319,LOCAL
f973aae2-6c51-5032-9bb4-b1ccdafc13d3,LOCAL
fc013912-c6a4-57e3-b6c1-2030cd5d89bd,LOCAL
ec7a5f2c-85f8-569d-973e-d7004dedc1f7,LOCAL
9e5153da-9cb7-5151-bb4f-8f75b99e4133,LOCAL
1199ba6b-0f24-5392-82e1-bfe155802565,PTY
ba801a4c-973c-53da-b098-a26eb830028d,PTY
7b1d856f-198d-5956-bdf9-5b6cfda22705,HHILL
2c5b84b3-238d-59de-a60d-4bf7624a824c,LOCAL
dae7b34c-354b-52bf-acfc-9fbdd0d37222,HHILL
6974db7f-72e5-5502-bd16-ac7009bd81ae,LOCAL
ea6cb4d2-1a6b-560d-96a2-0a759ec5cc51,SYD
d3c998e5-2379-5405-ba5f-c711259eded5,SYD
f6440760-5f31-5a8c-9ca0-445f17f772fe,CITY
e4082ff4-aa28-53ba-9d53-27e1b72e9c3c,LOCAL
7d8265c7-a21d-5a99-96ae-02293d2f5c7c,LOCAL
2265ff7d-48da-51c1-bc8d-bc65088331c6,HHILL
f2acee07-4b92-5791-9958-b24ec9b22995,BAY
3a3ee21d-0632-5ae9-afc7-2b816945980d,LOCAL
82e75fdd-d687-5e28-8468-380198c6631c,CITY
ece0b7f8-dc0d-5651-93a9-3b0c46bf7a9c,7BRID
2ee56cc8-ecc1-59b3-9a6d-9278dd5acd3d,LOCAL
1c7cdda7-67fa-5b3e-962b-c32d9fb51680,LOCAL
e975eead-ea17-5604-872c-8bf2180c6434,LOCAL
b8a645a9-953c-5494-ade4-ab65b0bb774a,LOCAL
7d4265b6-71e1-536d-aae3-80f308b6c3d2,LOCAL
44602646-14c4-52ba-9611-4637a3ab132f,BLUE
253115e7-f2cc-5cb5-b686-4f8f59a9d3d1,BLUE
93f4d203-9550-5d97-8529-9ff45b7be72f,GWW
8bcbc074-e8ae-53fa-b085-96763f31a7f4,NOT
94d82391-27e4-5c51-bbf2-8e895db60773,LOCAL
0d26b7ec-c125-5b33-b622-b9c1004598f4,HHILL
955efddc-12ea-50cb-92ac-838a67a478a2,HHILL
e3fd90fd-c18c-54e1-a22b-8a822020a0b0,NOT
ac00ab34-92fa-56cc-ad51-9bf21087ab33,SYD
95151a92-8bce-523f-badc-9a6c15a47be8,SYD
bfe26680-c462-54e7-b228-1cb488595c5c,HHILL
8d192956-f6f3-5256-9cb8-69c29cfc11c8,HHILL
983e5a31-69cf-5aae-b4d3-f754cf6c08db,LOCAL
5b9572a0-980a-537d-b926-faea50229995,GWW
6dc934b1-fb98-5eb5-87bc-fd2806eae9d9,GWW
d6ac042c-896a-5d93-b7ce-4e6fd26c7b42,GWW
295ba596-6ed7-5d4c-82c7-66e0bf43d630,NOT
ed117341-ca4d-5ae5-aa92-43355fd6a27e,LOCAL
36fa56ac-530d-5e76-9b1b-352cb6094304,HHILL
e4cd5eaf-d427-5574-99bb-758ace7902bc,LOCAL
ebdd4ba4-5bd3-53fa-8ce6-06e23254b4d3,LOCAL
ef702f87-687d-5b8f-9e00-08f4f5efa6b9,WOLL
43f5ec81-21a0-5df2-bfad-3028752067eb,WOLL
cb426cab-e04f-5b6c-ae15-2b55bcc6b82d,SYD
80fea5d1-649d-5973-aec9-31ff19be5f0a,LOCAL
1043623f-28c4-544d-9133-4fc72debe98f,SYD
aad0b08d-55e7-53d8-b589-21bb94553a81,CITY
5b022f3a-65f6-5d63-9f0a-e5f0013fbe53,C2D
a6af1456-b6a7-5b51-8bd2-582735671443,CITY
92e92bca-a46a-5e59-971c-2d8b56df8a58,LOCAL
1251d782-8e5f-5bac-bc6f-8f516492f2de,CITY
390abaaa-5205-519d-bdbf-01189da5d4f3,SYD
8eeb1097-972c-55e6-926b-d4dc4f6d3519,LOCAL
5e97cd16-0ac2-5226-9fd7-412d0182204b,CITY
8cb22558-04a8-5fe8-a666-d5f8b7631c4b,LOCAL
25ec99e3-227c-5262-ab4d-d6621e52ea37,NEW
9f269f5f-9fad-54aa-8131-9c8b76bfb497,NEW
6f9ad660-24e3-5fc4-ab4c-addb21903941,NEW
86545a70-2e52-569e-8c2d-5e9c4310484d,LOCAL
10e482dc-edae-5349-a7b4-fd32cb6ef2ee,ACT
9a10cb99-8d3a-5d22-8b7b-c4979e740094,ACT
2ff6a0ba-d2bb-5697-b680-5827546e0bd9,ACT
62ae7df2-fdb7-5318-ac4b-6a46f4021491,SNWY
2cc644dd-6a6a-5f91-abe0-9cbcedbfe971,SNWY
1909a298-9978-5ee2-a5e4-4d065b9f2083,SNWY
1566770e-adc2-508d-a704-b5c9d8f407af,SNWY
75dcc66a-ae41-52ec-bf07-02d7731299c2,NOT
5374eeb5-06d3-5eec-a630-6663e00991f6,LOCAL
8c48eca7-3226-5384-ba89-245798000e07,LOCAL
ffedbafc-b067-5fab-bfaa-d982de10a481,LOCAL
daaefd83-e01b-5cb4-8a6a-3c0e1fdc19d7,NOT
916d3ceb-4b51-5a08-9dce-2a03f8addce5,LOCAL
969b16dc-dfe3-56d6-9bc5-dd47d0b586df,LOCAL
8b6c8e2f-2a40-5fa6-b8fc-4d313919804f,LOCAL
74a6a796-b21b-5f1b-89ca-e84ceab6e18d,LOCAL
cd5dc98e-9237-5b6f-bc22-45e1001ef636,CITY
67208c2b-ecff-5320-92b3-c73f69c0d130,LOCAL
52f4377b-4185-582c-9d26-b3a3970c7d6c,NEW
048e16d9-1bcc-5cce-a41f-68c61cd6ab27,NEW
2a628c4c-882c-5459-972a-34e2600cf74e,LOCAL
531abffa-18e7-5aea-b55b-a2d4ae27d604,LOCAL
6041a6bb-1e8e-5b83-b741-e895fdc1f735,LOCAL
4154f2d6-f899-525a-b9d2-0275e96bbfe6,LOCAL
552eed96-f8f2-55a7-8f7e-bef170b1be4f,LOCAL
e410d7b9-4959-5215-aa9c-ddda511d90b9,LOCAL
2a3b2700-1a29-58a8-9863-455f3a1271c7,LOCAL
35e1a1e4-b470-5032-87f4-573c81efe18a,LOCAL
95156498-2961-55d1-85ac-670284f6cd86,LOCAL
